IOL_2A,L,B1
IOL_2B,L,C1
IOL_4A,L,C3
IOL_4B,L,D3
IOL_5A,L,D1
IOL_5B,L,E1
IOL_8A,L,D4
IOL_8B,L,E4
IOL_9A,L,F4
IOL_9B,L,F3
IOL_10A,L,H4
IOL_10B,L,G4
IOL_12A,L,J3
IOL_12B,L,J1
IOL_13A,L,G3
IOL_13B_GBIN7,L,G1
IOL_14A_GBIN6,L,H1
IOL_14B,L,H3
IOL_18A,L,K3
IOL_18B,L,K4
IOL_23A,L,L1
IOL_23B,L,M1
IOL_25A,L,N1
IOL_25B,L,P1
IOB_56,L,P2
IOB_59,L,P3
IOB_63,L,M4
IOB_64,L,M3
IOB_71,L,L5
IOB_72,L,L4
IOB_73,L,P4
IOB_74,L,P5
IOB_77,L,M6
IOB_78,L,L6
IOB_79,L,M7
IOB_81_GBIN5,L,P7
IOB_82_GBIN4,L,P8
GNDPLL0,R,L7
VCCPLL0,R,M8
IOB_87,L,L8
IOB_89,L,P9
IOB_91,L,M9
IOB_103_CBSEL0,L,L9
IOB_104_CBSEL1,L,P10
CDONE,R,M10
CRESET_B,R,L10
IOB_105_SDO,L,M11
IOB_106_SDI,L,P11
IOB_107_SCK,L,P12
IOB_108_SS,L,P13
VCC_SPI,R,L11
IOR_109,L,M12
IOR_110,L,P14
IOR_111,L,L12
IOR_112,L,N14
NC,U,M14
IOR_114,L,L14
IOR_115,L,K12
IOR_116,L,K11
IOR_117,L,K14
IOR_118,L,J12
IOR_119,L,J11
IOR_120,L,H12
IOR_128,L,H11
IOR_129,L,G12
IOR_136,L,G11
IOR_137,L,F12
IOR_140_GBIN3,L,F14
IOR_141_GBIN2,L,G14
IOR_144,L,F11
IOR_146,L,E11
IOR_147,L,E12
IOR_148,L,E14
IOR_152,L,D14
IOR_154,L,C14
IOR_160,L,D12
IOR_161,L,B14
VPP_2V5,R,A14
VPP_FAST,R,A13
IOT_170,L,A12
IOT_172,L,C12
IOT_174,L,C11
IOT_177,L,D10
IOT_178,L,D11
IOT_179,L,A11
IOT_181,L,A10
IOT_186,L,C10
IOT_188,L,D9
IOT_190,L,C9
VCCPLL1,R,C8
GNDPLL1,R,D8
IOT_197_GBIN1,L,A7
IOT_198_GBIN0,L,A6
IOT_200,L,C7
IOT_202,L,D7
IOT_206,L,C6
IOT_207,L,D6
IOT_208,L,A5
IOT_211,L,D5
IOT_212,L,C5
GND,R,A9
GND,R,F1
IOT_219,L,A4
GND,R,F7
IOT_221,L,C4
GND,R,G7
IOT_222,L,A3
GND,R,G8
IOT_223,L,A2
GND,R,G9
GND,R,H6
GND,R,H7
GND,R,H8
IOT_225,L,A1
GND,R,J14
GND,R,J8
GND,R,L3
GND,R,P6
VCC,R,F8
VCC,R,G6
VCC,R,H9
VCC,R,J4
VCC,R,J7
VCCIO_0,R,A8
VCCIO_0,R,F6
VCCIO_1,R,F9
VCCIO_1,R,H14
VCCIO_2,R,J9
VCCIO_2,R,M5
VCCIO_3,R,E3
VCCIO_3,R,J6
VCCIO_3,R,K1
