IOL_2A,L,B1
IOL_2B,L,B2
IOL_4A,L,C4
IOL_4B,L,C3
IOL_5A,L,C2
IOL_5B,L,C1
IOL_8A,L,E1
IOL_8B,L,D1
IOL_9A,L,D2
IOL_9B,L,D3
IOL_10A,L,E2
IOL_10B,L,E3
IOL_12A,L,F1
IOL_12B,L,F2
IOL_13A,L,F4
IOL_13B_GBIN7,L,F3
IOL_14A_GBIN6,L,G1
IOL_14B,L,G2
IOL_17A,L,G3
IOL_17B,L,H3
IOL_18A,L,H1
IOL_18B,L,H2
IOL_23A,L,J1
IOL_23B,L,K1
IOL_25A,L,K2
IOL_25B,L,J2
IOB_56,L,L1
IOB_57,L,J3
IOB_61,L,L2
IOB_63,L,K3
IOB_64,L,J4
IOB_71,L,L3
IOB_72,L,L4
IOB_73,L,K4
IOB_78,L,J5
IOB_79,L,K5
IOB_81_GBIN5,L,L5
IOB_82_GBIN4,L,K6
GNDPLL0,R,L6
VCCPLL0,R,J6
IOB_86,L,J7
IOB_87,L,H7
IOB_89,L,K7
IOB_91,L,J8
IOB_94,L,L7
IOB_103_CBSEL0,L,L8
IOB_104_CBSEL1,L,H9
IOB_105_SDO,L,K9
IOB_106_SDI,L,J9
IOB_107_SCK,L,L10
IOB_108_SS,L,K10
IOR_114,L,J11
IOR_115,L,K11
IOR_116,L,H10
IOR_117,L,J10
IOR_118,L,G8
IOR_119,L,H11
IOR_120,L,G10
IOR_128,L,G9
IOR_129,L,G11
IOR_136,L,F10
IOR_137,L,F9
IOR_140_GBIN3,L,F11
IOR_141_GBIN2,L,E10
IOR_144,L,E9
IOR_146,L,E8
IOR_147,L,D9
IOR_148,L,E11
IOR_152,L,D11
IOR_154,L,D10
IOR_160,L,C11
IOR_161,L,B11
IOT_168,L,A11
IOT_170,L,A10
IOT_172,L,C9
IOT_174,L,B9
IOT_177,L,B8
IOT_178,L,A9
IOT_179,L,C8
IOT_181,L,D7
IOT_190,L,A8
IOT_191,L,C7
IOT_192,L,A7
VCCPLL1,R,C6
GNDPLL1,R,C5
IOT_197_GBIN1,L,B7
IOT_198_GBIN0,L,B6
IOT_206,L,A6
IOT_207,L,A5
IOT_208,L,B5
IOT_211,L,A4
IOT_212,L,D5
GND,R,E5
GND,R,E6
IOT_219,L,B4
GND,R,E7
IOT_221,L,B3
GND,R,F5
IOT_222,L,A2
GND,R,F6
IOT_223,L,A3
GND,R,F7
GND,R,G5
GND,R,G6
GND,R,G7
IOT_225,L,A1
GND,R,H5
VCC,R,D4
VCC,R,D8
VCC,R,H4
VCC,R,H8
VCCIO_0,R,D6
VCCIO_1,R,F8
VCCIO_2,R,H6
VCCIO_3,R,E4
VCCIO_3,R,G4
VPP_FAST,R,B10
VPP_2V5,R,C10
CRESET_B,R,L9
CDONE,R,K8
VCC_SPI,R,L11
