IOB_0a,L,E5
IOB_2a,L,D5
IOB_3b_G6,L,F5
IOB_9b,L,E4
IOB_10a,L,C3
IOB_11b_G5,L,F4
creset_b,R,F3
IOB_12a_G4_CDONE,L,D3
IOB_13b,L,E3
IOB_24a,L,B1
IOB_25b_G3,L,F2
IOB_32a_SPI_SO,L,F1
IOB_33b_SPI_SI,L,E1
IOB_34a_SPI_SCK,L,D1
IOB_35b_SPI_SS,L,C1
VCCPLL,R,B2
IOT_36b,L,A1
IOT_37a,L,A2
IOT_46b_G0,L,B3
IOT_47a,L,A4
RGB2,R,C5
RGB1,R,B5
RGB0,R,A5
GND,R,B4
GND,R,E2
VCC,R,C2
VCCIO_0,R,A3
SPI_Vccio1,R,D2
VCCIO_2,R,C4
VPP_2V5,R,D4
