DEF,iCE40-LP384-CM49
FOOT,bga49n40p7x7_300x300x100b25
PIN,IOL_2A,L,A1
PIN,IOL_2B,L,B1
PIN,IOL_3A,L,C2
PIN,IOL_3B,L,B2
PIN,IOL_4A,L,C1
PIN,IOL_4B_GBIN7,L,D2
PIN,IOL_5A_GBIN6,L,E2
PIN,IOL_5B,L,D1
PIN,IOL_7A,L,F1
PIN,IOL_7B,L,D3
PIN,IOL_8A,L,G1
PIN,IOL_8B,L,F2
PIN,IOB_20,L,G3
PIN,IOB_21_GBIN5,L,F3
PIN,IOB_22_GBIN4_CBSEL0,L,F4
PIN,CDONE,R,D5
PIN,CRESET_B,R,G5
PIN,IOB_24_SDO,L,F5
PIN,IOB_25_SDI,L,G6
PIN,IOB_26_SCK,L,F6
PIN,IOB_27_SS,L,E6
PIN,VCC_SPI,R,G7
PIN,IOR_33,L,F7
PIN,IOR_34,L,E7
PIN,IOR_35_GBIN3,L,D6
PIN,IOR_36_GBIN2,L,D7
PIN,IOR_37,L,C6
PIN,IOR_38,L,C7
PIN,IOR_39,L,C5
PIN,VPP_2V5,R,B7
PIN,IOT_44,L,A7
PIN,IOT_45,L,A6
PIN,IOT_46,L,D4
PIN,IOT_47,L,A5
PIN,IOT_48,L,A4
PIN,IOT_49_GBIN0,L,B4
PIN,IOT_50_GBIN1,L,C4
PIN,IOT_51,L,A3
PIN,IOT_52,L,A2
PIN,IOT_53,L,B3
PIN,GND,R,E3
PIN,GND,R,E4
PIN,GND,R,E5
PIN,VCC,R,C3
PIN,VCC,R,E1
PIN,VCCIO_0,R,B5
PIN,VCCIO_1,R,B6
PIN,VCCIO_2_3,R,G2
