"Position","Name","Type","Signal","Label"
"A1","PA15","I/O","",""
"A2","PA14-BOOT0","I/O","",""
"A3","PB5","I/O","",""
"A4","PB7","I/O","",""
"A5","PC14-OSC32_IN (PC14)","I/O","",""
"B1","PA12 [PA10]","I/O","",""
"B2","PA13","I/O","",""
"B3","PB6","I/O","",""
"B4","PB8","I/O","",""
"B5","PC15-OSC32_OUT (PC15)","I/O","",""
"C1","PA11 [PA9]","I/O","",""
"C2","PA6","I/O","",""
"C3","PA3","I/O","",""
"C4","PA0","I/O","",""
"C5","VDD","Power","",""
"D1","PA8","I/O","",""
"D2","PA7","I/O","",""
"D3","PA4","I/O","",""
"D4","PA1","I/O","",""
"D5","VSS","Power","",""
"E1","PB1","I/O","",""
"E2","PB0","I/O","",""
"E3","PA5","I/O","",""
"E4","PA2","I/O","",""
"E5","PF2 - NRST","I/O","",""
