"Position","Name","Type","Signal","Label"
"A1","PA14","I/O","",""
"A2","PA15","I/O","",""
"A3","PB3","I/O","",""
"A4","PB4","I/O","",""
"A5","BOOT0","Boot","",""
"A6","VDDA/VREF+","Power","",""
"A7","NC","Reset","",""
"B1","VSS","Power","",""
"B2","VDD","Power","",""
"B3","PA13","I/O","",""
"B4","PB5","I/O","",""
"B5","PB8","I/O","",""
"B6","VBAT","Power","",""
"B7","VDD","Power","",""
"C1","PA11","I/O","",""
"C2","PA10","I/O","",""
"C3","PA12","I/O","",""
"C4","PB6","I/O","",""
"C5","PB9","I/O","",""
"C6","PC15 - OSC32_OUT","I/O","",""
"C7","PC14 - OSC32_IN","I/O","",""
"D1","PA8","I/O","",""
"D2","PA9","I/O","",""
"D3","VSS","Power","",""
"D4","PB7","I/O","",""
"D5","PC13","I/O","",""
"D6","PF1-OSC_OUT","I/O","",""
"D7","PF0-OSC_IN","I/O","",""
"E1","PB15","I/O","",""
"E2","PB12","I/O","",""
"E3","PB10","I/O","",""
"E4","PA3","I/O","",""
"E5","PA2","I/O","",""
"E6","VSSA/VREF-","Power","",""
"E7","NRST","Reset","",""
"F1","PB14","I/O","",""
"F2","VDD","Power","",""
"F3","PA7","I/O","",""
"F4","PA6","I/O","",""
"F5","PA5","I/O","",""
"F6","PA0","I/O","",""
"F7","VSS","Power","",""
"G1","PB13","I/O","",""
"G2","PB11","I/O","",""
"G3","PB2","I/O","",""
"G4","PB1","I/O","",""
"G5","PB0","I/O","",""
"G6","PA4","I/O","",""
"G7","PA1","I/O","",""
