"Position","Name","Type","Signal","Label"
"A1","PI6","I/O","",""
"A2","PI5","I/O","",""
"A3","PE1","I/O","",""
"A4","PE0","I/O","",""
"A5","BOOT0","Boot","",""
"A6","PG13","I/O","",""
"A7","PG12","I/O","",""
"A8","PD7","I/O","",""
"A9","PC12","I/O","",""
"A10","PA14","I/O","",""
"A11","PA13","I/O","",""
"A12","PA12","I/O","",""
"A13","PA11","I/O","",""
"B1","PI7","I/O","",""
"B2","PE2","I/O","",""
"B3","PI4","I/O","",""
"B4","PB7","I/O","",""
"B5","PB3","I/O","",""
"B6","PG11","I/O","",""
"B7","PD5","I/O","",""
"B8","PD2","I/O","",""
"B9","PC11","I/O","",""
"B10","PI3","I/O","",""
"B11","PA15","I/O","",""
"B12","PI2","I/O","",""
"B13","PI0","I/O","",""
"C1","PE3","I/O","",""
"C2","PE4","I/O","",""
"C3","PDR_ON","Reset","",""
"C4","PB9","I/O","",""
"C5","PB6","I/O","",""
"C6","PD4","I/O","",""
"C7","PD1","I/O","",""
"C8","PD3","I/O","",""
"C9","PD0","I/O","",""
"C10","PC10","I/O","",""
"C11","PI1","I/O","",""
"C12","PH15","I/O","",""
"C13","PH14","I/O","",""
"D1","PE5","I/O","",""
"D2","PE6","I/O","",""
"D3","VDD","Power","",""
"D4","PB8","I/O","",""
"D5","PB5","I/O","",""
"D6","PB4","I/O","",""
"D7","PD6","I/O","",""
"D8","PA8","I/O","",""
"D9","PH13","I/O","",""
"D10","VDD","Power","",""
"D11","VSS","Power","",""
"D12","VCAP2","Power","",""
"D13","PG8","I/O","",""
"E1","PC14/OSC32_IN","I/O","",""
"E2","PI9","I/O","",""
"E3","VSS","Power","",""
"E4","PI10","I/O","",""
"E5","VBAT","Power","",""
"E6","PG9","I/O","",""
"E7","PG10","I/O","",""
"E8","PA9","I/O","",""
"E9","PA10","I/O","",""
"E10","PC8","I/O","",""
"E11","PG7","I/O","",""
"E12","PG5","I/O","",""
"E13","PG4","I/O","",""
"F1","PC15/OSC32_OUT","I/O","",""
"F2","PI11","I/O","",""
"F3","PF0","I/O","",""
"F4","VDD","Power","",""
"F5","VSS","Power","",""
"F6","PG15","I/O","",""
"F7","VDD","Power","",""
"F8","VSS","Power","",""
"F9","PC6","I/O","",""
"F10","PC7","I/O","",""
"F11","PG6","I/O","",""
"F12","PG3","I/O","",""
"F13","PG2","I/O","",""
"G1","PH1/OSC_OUT","I/O","",""
"G2","PH0/OSC_IN","I/O","",""
"G3","PF1","I/O","",""
"G4","PC13","I/O","",""
"G5","PF2","I/O","",""
"G6","PE8","I/O","",""
"G7","VSS","Power","",""
"G8","VDD","Power","",""
"G9","VSS","Power","",""
"G10","PC9","I/O","",""
"G11","VDDUSB","Power","",""
"G12","DSIHOST_D1P","MonoIO","",""
"G13","DSIHOST_D1N","MonoIO","",""
"H1","PF10","I/O","",""
"H2","NRST","Reset","",""
"H3","PF5","I/O","",""
"H4","PF3","I/O","",""
"H5","PF14","I/O","",""
"H6","PE9","I/O","",""
"H7","PE10","I/O","",""
"H8","PH8","I/O","",""
"H9","PH9","I/O","",""
"H10","PH12","I/O","",""
"H11","VSSDSI","Power","",""
"H12","DSIHOST_CKP","MonoIO","",""
"H13","DSIHOST_CKN","MonoIO","",""
"J1","VSS","Power","",""
"J2","VSSA","Power","",""
"J3","VDDA","Power","",""
"J4","VDD","Power","",""
"J5","PA0/WKUP","I/O","",""
"J6","VSS","Power","",""
"J7","VSS","Power","",""
"J8","PE13","I/O","",""
"J9","PH10","I/O","",""
"J10","VSS","Power","",""
"J11","VDD12DSI","Power","",""
"J12","DSIHOST_D0P","MonoIO","",""
"J13","DSIHOST_D0N","MonoIO","",""
"K1","PA1","I/O","",""
"K2","PA2","I/O","",""
"K3","PA3","I/O","",""
"K4","PA7","I/O","",""
"K5","PB1","I/O","",""
"K6","VDD","Power","",""
"K7","PE11","I/O","",""
"K8","PE14","I/O","",""
"K9","PH11","I/O","",""
"K10","VDD","Power","",""
"K11","VSSDSI","Power","",""
"K12","VCAPDSI","Power","",""
"K13","VDDDSI","Power","",""
"L1","PH3","I/O","",""
"L2","PH2","I/O","",""
"L3","PH5","I/O","",""
"L4","PF4","I/O","",""
"L5","PB2/BOOT1","I/O","",""
"L6","VDD","Power","",""
"L7","PE12","I/O","",""
"L8","PE15","I/O","",""
"L9","VDD","Power","",""
"L10","PD8","I/O","",""
"L11","PD10","I/O","",""
"L12","PD14","I/O","",""
"L13","PD15","I/O","",""
"M1","PC0","I/O","",""
"M2","PH4","I/O","",""
"M3","PA5","I/O","",""
"M4","PF13","I/O","",""
"M5","PF11","I/O","",""
"M6","PF15","I/O","",""
"M7","PG1","I/O","",""
"M8","PB10","I/O","",""
"M9","VSS","Power","",""
"M10","PD9","I/O","",""
"M11","PD11","I/O","",""
"M12","PD13","I/O","",""
"M13","PD12","I/O","",""
"N1","PC1","I/O","",""
"N2","PA4","I/O","",""
"N3","PA6","I/O","",""
"N4","PB0","I/O","",""
"N5","PF12","I/O","",""
"N6","PG0","I/O","",""
"N7","PE7","I/O","",""
"N8","PB11","I/O","",""
"N9","VCAP1","Power","",""
"N10","PB12","I/O","",""
"N11","PB13","I/O","",""
"N12","PB14","I/O","",""
"N13","PB15","I/O","",""
