"Position","Name","Type","Signal","Label"
"1","PE2","I/O","",""
"2","PE3","I/O","",""
"3","PE4","I/O","",""
"4","PE5","I/O","",""
"5","PE6","I/O","",""
"6","VBAT","Power","",""
"7","PC13","I/O","",""
"8","PC14-OSC32_IN (PC14)","I/O","",""
"9","PC15-OSC32_OUT (PC15)","I/O","",""
"10","VSS","Power","",""
"11","VDD","Power","",""
"12","PH0-OSC_IN (PH0)","I/O","",""
"13","PH1-OSC_OUT (PH1)","I/O","",""
"14","NRST","Reset","",""
"15","PC0","I/O","",""
"16","PC1","I/O","",""
"17","PC2","I/O","",""
"18","PC3","I/O","",""
"19","VSSA/VREF-","Power","",""
"20","VREF+","MonoIO","",""
"21","VDDA","Power","",""
"22","PA0","I/O","",""
"23","PA1","I/O","",""
"24","PA2","I/O","",""
"25","PA3","I/O","",""
"26","VSS","Power","",""
"27","VDD","Power","",""
"28","PA4","I/O","",""
"29","PA5","I/O","",""
"30","PA6","I/O","",""
"31","PA7","I/O","",""
"32","PB0","I/O","",""
"33","PB1","I/O","",""
"34","PB2","I/O","",""
"35","PE7","I/O","",""
"36","PE8","I/O","",""
"37","PE9","I/O","",""
"38","PE10","I/O","",""
"39","PE11","I/O","",""
"40","PE12","I/O","",""
"41","PE13","I/O","",""
"42","PE14","I/O","",""
"43","PE15","I/O","",""
"44","PB10","I/O","",""
"45","PB11","I/O","",""
"46","VDDSMPS","Power","",""
"47","VLXSMPS","Power","",""
"48","VSSSMPS","Power","",""
"49","VSS","Power","",""
"50","V15SMPS","Power","",""
"51","VDD","Power","",""
"52","PB13","I/O","",""
"53","PB14","I/O","",""
"54","PB15","I/O","",""
"55","PD8","I/O","",""
"56","PD9","I/O","",""
"57","PD10","I/O","",""
"58","PD11","I/O","",""
"59","PD12","I/O","",""
"60","PD13","I/O","",""
"61","PD14","I/O","",""
"62","PD15","I/O","",""
"63","PC6","I/O","",""
"64","PC7","I/O","",""
"65","PC8","I/O","",""
"66","PC9","I/O","",""
"67","PA8","I/O","",""
"68","PA9","I/O","",""
"69","PA10","I/O","",""
"70","PA11","I/O","",""
"71","PA12","I/O","",""
"72","PA13 (JTMS/SWDIO)","I/O","",""
"73","VDDUSB","Power","",""
"74","VSS","Power","",""
"75","VDD","Power","",""
"76","PA14 (JTCK/SWCLK)","I/O","",""
"77","PA15 (JTDI)","I/O","",""
"78","PC10","I/O","",""
"79","PC11","I/O","",""
"80","PC12","I/O","",""
"81","PD0","I/O","",""
"82","PD1","I/O","",""
"83","PD2","I/O","",""
"84","PD3","I/O","",""
"85","PD4","I/O","",""
"86","PD5","I/O","",""
"87","PD6","I/O","",""
"88","PD7","I/O","",""
"89","PB3 (JTDO/TRACESWO)","I/O","",""
"90","PB4 (NJTRST)","I/O","",""
"91","PB5","I/O","",""
"92","PB6","I/O","",""
"93","PB7","I/O","",""
"94","PH3-BOOT0","I/O","",""
"95","PB8","I/O","",""
"96","PB9","I/O","",""
"97","PE0","I/O","",""
"98","VSS","Power","",""
"99","V15SMPS","Power","",""
"100","VDD","Power","",""
