"Position","Name","Type","Signal","Label"
"A1","PA13","I/O","",""
"A3","PA14-BOOT0","I/O","",""
"A3","PA15","I/O","",""
"A5","PB7","I/O","",""
"A5","PB8","I/O","",""
"A7","PC15-OSC32_OUT (PC15)","I/O","",""
"B2","PA12 [PA10]","I/O","",""
"B4","PB3","I/O","",""
"B4","PB4","I/O","",""
"B4","PB5","I/O","",""
"B4","PB6","I/O","",""
"B6","PC14-OSC32_IN (PC14)","I/O","",""
"B6","PB9","I/O","",""
"C1","PA11 [PA9]","I/O","",""
"C3","PA5","I/O","",""
"C5","PA1","I/O","",""
"C7","VBAT","Power","",""
"D2","PA7","I/O","",""
"D4","PA3","I/O","",""
"D4","PA4","I/O","",""
"D6","VSS/VSSA","MonoIO","",""
"E1","PB0","I/O","",""
"E1","PB1","I/O","",""
"E1","PB2","I/O","",""
"E1","PA8","I/O","",""
"E3","PA6","I/O","",""
"E5","PA2","I/O","",""
"E7","NRST","MonoIO","",""
"E7","PA0","I/O","",""
