"Position","Name","Type","Signal","Label"
"A1","VDDIO2","Power","",""
"A2","PA15","I/O","",""
"A3","PC10","I/O","",""
"A4","PD2","I/O","",""
"A5","PB6","I/O","",""
"A6","PB8","I/O","",""
"A7","VSS","Power","",""
"A8","VDD","Power","",""
"B1","PA12","I/O","",""
"B2","VSS","Power","",""
"B3","PA14","I/O","",""
"B4","PC12","I/O","",""
"B5","PB7","I/O","",""
"B6","PB9","I/O","",""
"B7","PC13","I/O","",""
"B8","VBAT","Power","",""
"C1","PA9","I/O","",""
"C2","PA10","I/O","",""
"C3","PA13","I/O","",""
"C4","PC11","I/O","",""
"C5","PB5","I/O","",""
"C6","PF11BOOT0","I/O","",""
"C7","PC15OSC32_OUT","I/O","",""
"C8","PC14OSC32_IN","I/O","",""
"D1","PC7","I/O","",""
"D2","PA8","I/O","",""
"D3","PA11","I/O","",""
"D4","PB3","I/O","",""
"D5","PB4","I/O","",""
"D6","PC2","I/O","",""
"D7","NRST","Reset","",""
"D8","PF0-OSC_IN","I/O","",""
"E1","PC6","I/O","",""
"E2","PC8","I/O","",""
"E3","PC9","I/O","",""
"E4","PA7","I/O","",""
"E5","PA2","I/O","",""
"E6","PC3","I/O","",""
"E7","PC0","I/O","",""
"E8","PF1-OSC_OUT","I/O","",""
"F1","PB15","I/O","",""
"F2","PB13","I/O","",""
"F3","PB1","I/O","",""
"F4","PC5","I/O","",""
"F5","PA5","I/O","",""
"F6","PA1","I/O","",""
"F7","PA0","I/O","",""
"F8","PC1","I/O","",""
"G1","PB14","I/O","",""
"G2","PB12","I/O","",""
"G3","PB10","I/O","",""
"G4","PB0","I/O","",""
"G5","PA6","I/O","",""
"G6","VDD","Power","",""
"G7","VSS","Power","",""
"G8","VSSA","Power","",""
"H1","VDD","Power","",""
"H2","VSS","Power","",""
"H3","PB11","I/O","",""
"H4","PB2","I/O","",""
"H5","PC4","I/O","",""
"H6","PA4","I/O","",""
"H7","PA3","I/O","",""
"H8","VDDA","Power","",""
