"Position","Name","Type","Signal","Label"
"A1","PC14-OSC32_IN","I/O","",""
"A2","VBAT","Power","",""
"A3","PB9","I/O","",""
"A4","BOOT0","Boot","",""
"A5","PB3","I/O","",""
"A6","PC12","I/O","",""
"A7","PA15","I/O","",""
"A8","PA12","I/O","",""
"B1","PC15-OSC32_OUT","I/O","",""
"B2","PC13-ANTI_TAMP","I/O","",""
"B3","PB8","I/O","",""
"B4","PB7","I/O","",""
"B5","PB11","I/O","",""
"B6","PC11","I/O","",""
"B7","PA14","I/O","",""
"B8","PA9","I/O","",""
"C1","PH0 - OSC_IN","I/O","",""
"C2","VSS","Power","",""
"C3","PDR_ON","Power","",""
"C4","PB6","I/O","",""
"C5","PB4","I/O","",""
"C6","PC10","I/O","",""
"C7","PA13","I/O","",""
"C8","PA8","I/O","",""
"D1","PH1 - OSC_OUT","I/O","",""
"D2","VDD","Power","",""
"D3","PC0","I/O","",""
"D4","PB5","I/O","",""
"D5","VSS","Power","",""
"D6","VSS","Power","",""
"D7","PA11","I/O","",""
"D8","PC9","I/O","",""
"E1","NRST","Reset","",""
"E2","PC1","I/O","",""
"E3","PC2","I/O","",""
"E4","VDD","Power","",""
"E5","VDD","Power","",""
"E6","PA10","I/O","",""
"E7","PC7","I/O","",""
"E8","PC8","I/O","",""
"F1","VSSA/VREF-","Power","",""
"F2","PC3","I/O","",""
"F3","PA2","I/O","",""
"F4","PA5","I/O","",""
"F5","PB0","I/O","",""
"F6","PC6","I/O","",""
"F7","PB15","I/O","",""
"F8","PB14","I/O","",""
"G1","VDDA/VREF+","Power","",""
"G2","PA0-WKUP","I/O","",""
"G3","PA3","I/O","",""
"G4","PA6","I/O","",""
"G5","PC4","I/O","",""
"G6","PB1","I/O","",""
"G7","PB10","I/O","",""
"G8","PB13","I/O","",""
"H1","VDDA","Power","",""
"H2","PA1","I/O","",""
"H3","PA4","I/O","",""
"H4","PA7","I/O","",""
"H5","PC5","I/O","",""
"H6","PB2","I/O","",""
"H7","VCAP1","Power","",""
"H8","PB12","I/O","",""
