"Position","Name","Type","Signal","Label"
"A1","VDDUSB","Power","",""
"A2","PA15 (JTDI)","I/O","",""
"A3","PD2","I/O","",""
"A4","PG9","I/O","",""
"A5","PG14","I/O","",""
"A6","PB3 (JTDO-TRACESWO)","I/O","",""
"A7","PB7","I/O","",""
"A8","VSS","Power","",""
"A9","VDD","Power","",""
"B1","VSS","Power","",""
"B2","PA14 (JTCK-SWCLK)","I/O","",""
"B3","PC12","I/O","",""
"B4","PG10","I/O","",""
"B5","PG13","I/O","",""
"B6","VDDIO2","Power","",""
"B7","PB6","I/O","",""
"B8","PC13","I/O","",""
"B9","VBAT","Power","",""
"C1","PA12","I/O","",""
"C2","PA13 (JTMS-SWDIO)","I/O","",""
"C3","PC11","I/O","",""
"C4","PG11","I/O","",""
"C5","PG12","I/O","",""
"C6","PB4 (NJTRST)","I/O","",""
"C7","PB5","I/O","",""
"C8","PC15-OSC32_OUT (PC15)","I/O","",""
"C9","PC14-OSC32_IN (PC14)","I/O","",""
"D1","PA11","I/O","",""
"D2","PA10","I/O","",""
"D3","PC10","I/O","",""
"D4","PD5","I/O","",""
"D5","PD6","I/O","",""
"D6","PD7","I/O","",""
"D7","BOOT0","Boot","",""
"D8","PH1-OSC_OUT (PH1)","I/O","",""
"D9","PH0-OSC_IN (PH0)","I/O","",""
"E1","PC9","I/O","",""
"E2","PA8","I/O","",""
"E3","PA9","I/O","",""
"E4","VDD","Power","",""
"E5","PD4","I/O","",""
"E6","PE7","I/O","",""
"E7","PB8","I/O","",""
"E8","PB9","I/O","",""
"E9","NRST","Reset","",""
"F1","PC7","I/O","",""
"F2","PC8","I/O","",""
"F3","PC6","I/O","",""
"F4","PD9","I/O","",""
"F5","PD8","I/O","",""
"F6","PE8","I/O","",""
"F7","PC2","I/O","",""
"F8","PC1","I/O","",""
"F9","PC0","I/O","",""
"G1","PB15","I/O","",""
"G2","PB14","I/O","",""
"G3","PB11","I/O","",""
"G4","PA1","I/O","",""
"G5","PA4","I/O","",""
"G6","PA2","I/O","",""
"G7","PC3","I/O","",""
"G8","VREF+","MonoIO","",""
"G9","VSSA/VREF-","Power","",""
"H1","PB12","I/O","",""
"H2","PB13","I/O","",""
"H3","PB10","I/O","",""
"H4","PA7","I/O","",""
"H5","PA6","I/O","",""
"H6","PA5","I/O","",""
"H7","PA3","I/O","",""
"H8","PA0","I/O","",""
"H9","VDDA","Power","",""
"J1","VDD","Power","",""
"J2","VSS","Power","",""
"J3","PB2","I/O","",""
"J4","PB1","I/O","",""
"J5","PB0","I/O","",""
"J6","PC5","I/O","",""
"J7","PC4","I/O","",""
"J8","VDD","Power","",""
"J9","VSS","Power","",""
