"Position","Name","Type","Signal","Label"
"A1","VDD","Power","",""
"A2","PB9","I/O","",""
"A3","PB7","I/O","",""
"A4","PB6","I/O","",""
"A5","PB3","I/O","",""
"A6","PC12","I/O","",""
"A7","PA15","I/O","",""
"A8","VDD","Power","",""
"B1","PC13","I/O","",""
"B2","VSS","Power","",""
"B3","PB8-BOOT0","I/O","",""
"B4","PB5","I/O","",""
"B5","PD2","I/O","",""
"B6","PC11","I/O","",""
"B7","VSS","Power","",""
"B8","PA12","I/O","",""
"C1","PC14-OSC32_IN","I/O","",""
"C2","VBAT","Power","",""
"C3","PC1","I/O","",""
"C4","PB4","I/O","",""
"C5","PC10","I/O","",""
"C6","PA14","I/O","",""
"C7","PA13","I/O","",""
"C8","PA11","I/O","",""
"D1","PC15-OSC32_OUT","I/O","",""
"D2","PG10-NRST","I/O","",""
"D3","PC2","I/O","",""
"D4","PA4","I/O","",""
"D5","PC4","I/O","",""
"D6","PA10","I/O","",""
"D7","PA9","I/O","",""
"D8","PC9","I/O","",""
"E1","PF0-OSC_IN","I/O","",""
"E2","PC0","I/O","",""
"E3","PA1","I/O","",""
"E4","PA5","I/O","",""
"E5","PB0","I/O","",""
"E6","PA8","I/O","",""
"E7","PC7","I/O","",""
"E8","PC6","I/O","",""
"F1","PF1-OSC_OUT","I/O","",""
"F2","PA0","I/O","",""
"F3","PA2","I/O","",""
"F4","PC5","I/O","",""
"F5","PB1","I/O","",""
"F6","PC8","I/O","",""
"F7","PB15","I/O","",""
"F8","PB14","I/O","",""
"G1","PC3","I/O","",""
"G2","VSS","Power","",""
"G3","PA6","I/O","",""
"G4","VSSA","Power","",""
"G5","VREF+","MonoIO","",""
"G6","PB13","I/O","",""
"G7","VSS","Power","",""
"G8","PB12","I/O","",""
"H1","VDD","Power","",""
"H2","PA3","I/O","",""
"H3","PA7","I/O","",""
"H4","PB2","I/O","",""
"H5","VDDA","Power","",""
"H6","PB10","I/O","",""
"H7","PB11","I/O","",""
"H8","VDD","Power","",""
