"Position","Name","Type","Signal","Label"
"A1","PE4","I/O","",""
"A2","PE2","I/O","",""
"A3","VDD","Power","",""
"A4","PI6","I/O","",""
"A5","PB6","I/O","",""
"A6","PI2","I/O","",""
"A7","VDD","Power","",""
"A8","PG10","I/O","",""
"A9","PD5","I/O","",""
"A10","VDD","Power","",""
"A11","PC12","I/O","",""
"A12","PC10","I/O","",""
"A13","PI0","I/O","",""
"B1","PC15-OSC32_OUT (OSC32_OUT)","I/O","",""
"B2","PE3","I/O","",""
"B3","VSS","Power","",""
"B4","VDDLDO","Power","",""
"B5","PB8","I/O","",""
"B6","PB4 (NJTRST)","I/O","",""
"B7","PI3","I/O","",""
"B8","PG11","I/O","",""
"B9","PD6","I/O","",""
"B10","VSS","Power","",""
"B11","PC11","I/O","",""
"B12","PA14 (JTCK/SWCLK)","I/O","",""
"B13","PI1","I/O","",""
"C1","PC14-OSC32_IN (OSC32_IN)","I/O","",""
"C2","PE6","I/O","",""
"C3","PE5","I/O","",""
"C4","PDR_ON","Reset","",""
"C5","PB9","I/O","",""
"C6","PB5","I/O","",""
"C7","PG14","I/O","",""
"C8","PG9","I/O","",""
"C9","PD4","I/O","",""
"C10","PD1","I/O","",""
"C11","PA15 (JTDI)","I/O","",""
"C12","VSS","Power","",""
"C13","VDD","Power","",""
"D1","VDD","Power","",""
"D2","VSS","Power","",""
"D3","PC13","I/O","",""
"D4","PE1","I/O","",""
"D5","PE0","I/O","",""
"D6","PB7","I/O","",""
"D7","PG13","I/O","",""
"D8","PD7","I/O","",""
"D9","PD3","I/O","",""
"D10","PD0","I/O","",""
"D11","PA13 (JTMS/SWDIO)","I/O","",""
"D12","VDDLDO","Power","",""
"D13","VCAP","Power","",""
"E1","PI11","I/O","",""
"E2","PI7","I/O","",""
"E3","VBAT","Power","",""
"E4","PF1","I/O","",""
"E5","PF3","I/O","",""
"E6","BOOT0","Boot","",""
"E7","PG15","I/O","",""
"E8","PG12","I/O","",""
"E9","PD2","I/O","",""
"E10","PA10","I/O","",""
"E11","PA9","I/O","",""
"E12","PA8","I/O","",""
"E13","PA12","I/O","",""
"F1","PI13","I/O","",""
"F2","PI12","I/O","",""
"F3","PF0","I/O","",""
"F4","PF2","I/O","",""
"F5","PF5","I/O","",""
"F6","PF7","I/O","",""
"F7","PB3 (JTDO/TRACESWO)","I/O","",""
"F8","PG4","I/O","",""
"F9","PC6","I/O","",""
"F10","PC7","I/O","",""
"F11","PC9","I/O","",""
"F12","PC8","I/O","",""
"F13","PA11","I/O","",""
"G1","VDD","Power","",""
"G2","VSS","Power","",""
"G3","PF4","I/O","",""
"G4","PF6","I/O","",""
"G5","PF9","I/O","",""
"G6","NRST","Reset","",""
"G7","PF13","I/O","",""
"G8","PE7","I/O","",""
"G9","PG6","I/O","",""
"G10","PG7","I/O","",""
"G11","PG8","I/O","",""
"G12","VDD50_USB","Power","",""
"G13","VDD33_USB","Power","",""
"H1","PH0-OSC_IN (PH0)","I/O","",""
"H2","PH1-OSC_OUT (PH1)","I/O","",""
"H3","PF10","I/O","",""
"H4","PF8","I/O","",""
"H5","PJ1","I/O","",""
"H6","PA4","I/O","",""
"H7","PF14","I/O","",""
"H8","PE8","I/O","",""
"H9","PG2","I/O","",""
"H10","PG3","I/O","",""
"H11","PG5","I/O","",""
"H12","VSS","Power","",""
"H13","VDD","Power","",""
"J1","PC0","I/O","",""
"J2","PC1","I/O","",""
"J3","VSSA","Power","",""
"J4","PJ0","I/O","",""
"J5","PA0","I/O","",""
"J6","PA7","I/O","",""
"J7","PF15","I/O","",""
"J8","PE9","I/O","",""
"J9","PE14","I/O","",""
"J10","PD11","I/O","",""
"J11","PD13","I/O","",""
"J12","PD15","I/O","",""
"J13","PD14","I/O","",""
"K1","PC3_C","I/O","",""
"K2","PC2_C","I/O","",""
"K3","PH4","I/O","",""
"K4","PA1","I/O","",""
"K5","PA6","I/O","",""
"K6","PC4","I/O","",""
"K7","PG0","I/O","",""
"K8","PE13","I/O","",""
"K9","PH10","I/O","",""
"K10","PH12","I/O","",""
"K11","PD9","I/O","",""
"K12","PD10","I/O","",""
"K13","PD12","I/O","",""
"L1","VDDA","Power","",""
"L2","VREF+","MonoIO","",""
"L3","PH5","I/O","",""
"L4","PA5","I/O","",""
"L5","PB1","I/O","",""
"L6","PB2","I/O","",""
"L7","PG1","I/O","",""
"L8","PE12","I/O","",""
"L9","PB10","I/O","",""
"L10","PH11","I/O","",""
"L11","PB13","I/O","",""
"L12","VSS","Power","",""
"L13","VDD","Power","",""
"M1","VDD","Power","",""
"M2","VSS","Power","",""
"M3","PH3","I/O","",""
"M4","VSS","Power","",""
"M5","PB0","I/O","",""
"M6","PF11","I/O","",""
"M7","VSS","Power","",""
"M8","PE10","I/O","",""
"M9","PB11","I/O","",""
"M10","VDDLDO","Power","",""
"M11","VSS","Power","",""
"M12","PD8","I/O","",""
"M13","PB15","I/O","",""
"N1","PA2","I/O","",""
"N2","PH2","I/O","",""
"N3","PA3","I/O","",""
"N4","VDD","Power","",""
"N5","PC5","I/O","",""
"N6","PF12","I/O","",""
"N7","VDD","Power","",""
"N8","PE11","I/O","",""
"N9","PE15","I/O","",""
"N10","VCAP","Power","",""
"N11","VDD","Power","",""
"N12","PB12","I/O","",""
"N13","PB14","I/O","",""
