List of MCUs selection: 1617 items. Database version: Wed Jan 22 05:50:05 PST 2020,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Part No,Reference,Marketing Status,Unit Price for 10kU (US$),Board,Package,Flash,RAM,IO,Freq.
STM32H7A3LG,STM32H7A3LGHxQ,NA,NA,,TFBGA225,1024 kBytes,1184 kBytes,168,280 MHz
STM32H7A3LI,STM32H7A3LIHxQ,NA,NA,,TFBGA225,2048 kBytes,1184 kBytes,168,280 MHz
STM32H7A3NG,STM32H7A3NGHx,NA,NA,,TFBGA216,1024 kBytes,1184 kBytes,166,280 MHz
STM32H7A3NI,STM32H7A3NIHx,NA,NA,,TFBGA216,2048 kBytes,1184 kBytes,166,280 MHz
STM32H7A3QI,STM32H7A3QIYxQ,NA,NA,,WLCSP132,2048 kBytes,1184 kBytes,87,280 MHz
STM32H7A3RG,STM32H7A3RGTx,NA,NA,,LQFP64,1024 kBytes,1184 kBytes,49,280 MHz
STM32H7A3RI,STM32H7A3RITx,NA,NA,,LQFP64,2048 kBytes,1184 kBytes,49,280 MHz
STM32H7A3VG,STM32H7A3VGHx,NA,NA,,TFBGA100,1024 kBytes,1184 kBytes,80,280 MHz
STM32H7A3VG,STM32H7A3VGHxQ,NA,NA,,TFBGA100,1024 kBytes,1184 kBytes,75,280 MHz
STM32H7A3VG,STM32H7A3VGTx,NA,NA,,LQFP100,1024 kBytes,1184 kBytes,80,280 MHz
STM32H7A3VG,STM32H7A3VGTxQ,NA,NA,,LQFP100,1024 kBytes,1184 kBytes,68,280 MHz
STM32H7A3VI,STM32H7A3VIHx,NA,NA,,TFBGA100,2048 kBytes,1184 kBytes,80,280 MHz
STM32H7A3VI,STM32H7A3VIHxQ,NA,NA,,TFBGA100,2048 kBytes,1184 kBytes,75,280 MHz
STM32H7A3VI,STM32H7A3VITx,NA,NA,,LQFP100,2048 kBytes,1184 kBytes,80,280 MHz
STM32H7A3VI,STM32H7A3VITxQ,NA,NA,,LQFP100,2048 kBytes,1184 kBytes,68,280 MHz
STM32H7A3ZG,STM32H7A3ZGTx,NA,NA,,LQFP144,1024 kBytes,1184 kBytes,112,280 MHz
STM32H7A3ZG,STM32H7A3ZGTxQ,NA,NA,,LQFP144,1024 kBytes,1184 kBytes,97,280 MHz
STM32H7A3ZI,STM32H7A3ZITx,NA,NA,,LQFP144,2048 kBytes,1184 kBytes,112,280 MHz
STM32H7A3ZI,STM32H7A3ZITxQ,NA,NA,NUCLEO-H7A3ZI-Q,LQFP144,2048 kBytes,1184 kBytes,97,280 MHz
STM32H7B0AB,STM32H7B0ABIxQ,NA,NA,,UFBGA169,128 kBytes,1184 kBytes,121,280 MHz
STM32H7B0IB,STM32H7B0IBKxQ,NA,NA,,UFBGA176,128 kBytes,1184 kBytes,128,280 MHz
STM32H7B0IB,STM32H7B0IBTx,NA,NA,,LQFP176,128 kBytes,1184 kBytes,138,280 MHz
STM32H7B0RB,STM32H7B0RBTx,NA,NA,,LQFP64,128 kBytes,1184 kBytes,49,280 MHz
STM32H7B0VB,STM32H7B0VBTx,NA,NA,,LQFP100,128 kBytes,1184 kBytes,80,280 MHz
STM32H7B0ZB,STM32H7B0ZBTx,NA,NA,,LQFP144,128 kBytes,1184 kBytes,112,280 MHz
STM32H7B3AI,STM32H7B3AIIxQ,NA,NA,,UFBGA169,2048 kBytes,1184 kBytes,121,280 MHz
STM32H7B3II,STM32H7B3IIKx,NA,NA,,UFBGA176,2048 kBytes,1184 kBytes,138,280 MHz
STM32H7B3II,STM32H7B3IIKxQ,NA,NA,,UFBGA176,2048 kBytes,1184 kBytes,128,280 MHz
STM32H7B3II,STM32H7B3IITx,NA,NA,,LQFP176,2048 kBytes,1184 kBytes,138,280 MHz
STM32H7B3II,STM32H7B3IITxQ,NA,NA,,LQFP176,2048 kBytes,1184 kBytes,119,280 MHz
STM32H7B3LI,STM32H7B3LIHxQ,NA,NA,"STM32H7B3I-DK, STM32H7B3I-EVAL",TFBGA225,2048 kBytes,1184 kBytes,168,280 MHz
STM32H7B3NI,STM32H7B3NIHx,NA,NA,,TFBGA216,2048 kBytes,1184 kBytes,166,280 MHz
STM32H7B3QI,STM32H7B3QIYxQ,NA,NA,,WLCSP132,2048 kBytes,1184 kBytes,87,280 MHz
STM32H7B3RI,STM32H7B3RITx,NA,NA,,LQFP64,2048 kBytes,1184 kBytes,49,280 MHz
STM32H7B3VI,STM32H7B3VIHx,NA,NA,,TFBGA100,2048 kBytes,1184 kBytes,80,280 MHz
STM32H7B3VI,STM32H7B3VIHxQ,NA,NA,,TFBGA100,2048 kBytes,1184 kBytes,75,280 MHz
STM32H7B3VI,STM32H7B3VITx,NA,NA,,LQFP100,2048 kBytes,1184 kBytes,80,280 MHz
STM32H7B3VI,STM32H7B3VITxQ,NA,NA,,LQFP100,2048 kBytes,1184 kBytes,68,280 MHz
STM32H7B3ZI,STM32H7B3ZITx,NA,NA,,LQFP144,2048 kBytes,1184 kBytes,112,280 MHz
STM32H7B3ZI,STM32H7B3ZITxQ,NA,NA,,LQFP144,2048 kBytes,1184 kBytes,97,280 MHz
STM32L010C6,STM32L010C6Tx,Active,0.644,,LQFP48,32 kBytes,8 kBytes,38,32 MHz
STM32L010F4,STM32L010F4Px,Active,0.44,,TSSOP20,16 kBytes,2 kBytes,16,32 MHz
STM32L010K4,STM32L010K4Tx,Active,0.495,,LQFP32,16 kBytes,2 kBytes,26,32 MHz
STM32L010K8,STM32L010K8Tx,Active,0.754,,LQFP32,64 kBytes,8 kBytes,25,32 MHz
STM32L010R8,STM32L010R8Tx,Active,0.817,,LQFP64,64 kBytes,8 kBytes,51,32 MHz
STM32L010RB,STM32L010RBTx,Active,1.052,NUCLEO-L010RB,LQFP64,128 kBytes,20 kBytes,51,32 MHz
STM32L011D3,STM32L011D3Px,Active,0.587,,TSSOP14,8 kBytes,2 kBytes,11,32 MHz
STM32L011D4,STM32L011D4Px,Active,0.656,,TSSOP14,16 kBytes,2 kBytes,11,32 MHz
STM32L011E3,STM32L011E3Yx,Active,0.668,,WLCSP25,8 kBytes,2 kBytes,21,32 MHz
STM32L011E4,STM32L011E4Yx,Active,0.737,,WLCSP25,16 kBytes,2 kBytes,21,32 MHz
STM32L011F3,STM32L011F3Px,Active,0.633,,TSSOP20,8 kBytes,2 kBytes,16,32 MHz
STM32L011F3,STM32L011F3Ux,Active,0.633,,UFQFPN20,8 kBytes,2 kBytes,16,32 MHz
STM32L011F4,STM32L011F4Px,Active,0.703,,TSSOP20,16 kBytes,2 kBytes,16,32 MHz
STM32L011F4,STM32L011F4Ux,Active,0.703,,UFQFPN20,16 kBytes,2 kBytes,16,32 MHz
STM32L011G3,STM32L011G3Ux,Active,0.703,,UFQFPN28,8 kBytes,2 kBytes,24,32 MHz
STM32L011G4,STM32L011G4Ux,Active,0.772,,UFQFPN28,16 kBytes,2 kBytes,24,32 MHz
STM32L011K3,STM32L011K3Ux,Active,0.851,,UFQFPN32,8 kBytes,2 kBytes,28,32 MHz
STM32L011K4,STM32L011K4Tx,Active,0.921,NUCLEO-L011K4,LQFP32,16 kBytes,2 kBytes,26,32 MHz
STM32L011K4,STM32L011K4Ux,Active,0.921,,UFQFPN32,16 kBytes,2 kBytes,28,32 MHz
STM32L021D4,STM32L021D4Px,Active,0.726,,TSSOP14,16 kBytes,2 kBytes,11,32 MHz
STM32L021F4,STM32L021F4Ux,Active,0.818,,UFQFPN20,16 kBytes,2 kBytes,16,32 MHz
STM32L021G4,STM32L021G4Ux,Active,0.842,,UFQFPN28,16 kBytes,2 kBytes,24,32 MHz
STM32L021K4,STM32L021K4Tx,Active,1.06,,LQFP32,16 kBytes,2 kBytes,26,32 MHz
STM32L031C4,STM32L031C4Tx,Preview,1.106,,LQFP48,16 kBytes,8 kBytes,38,32 MHz
STM32L031C4,STM32L031C4Ux,Preview,1.106,,UFQFPN48,16 kBytes,8 kBytes,38,32 MHz
STM32L031C6,STM32L031C6Tx,Active,1.106,,LQFP48,32 kBytes,8 kBytes,38,32 MHz
STM32L031C6,STM32L031C6Ux,Active,1.106,,UFQFPN48,32 kBytes,8 kBytes,38,32 MHz
STM32L031E4,STM32L031E4Yx,Active,0.807,,WLCSP25,16 kBytes,8 kBytes,20,32 MHz
STM32L031E6,STM32L031E6Yx,Active,0.876,,WLCSP25,32 kBytes,8 kBytes,20,32 MHz
STM32L031F4,STM32L031F4Px,Active,0.772,,TSSOP20,16 kBytes,8 kBytes,15,32 MHz
STM32L031F6,STM32L031F6Px,Active,0.842,,TSSOP20,32 kBytes,8 kBytes,15,32 MHz
STM32L031G4,STM32L031G4Ux,Active,0.842,,UFQFPN28,16 kBytes,8 kBytes,21,32 MHz
STM32L031G6,STM32L031G6Ux,Active,0.911,,UFQFPN28,32 kBytes,8 kBytes,21,32 MHz
STM32L031G6,STM32L031G6UxS,Active,0.911,,UFQFPN28,32 kBytes,8 kBytes,23,32 MHz
STM32L031K4,STM32L031K4Ux,Active,0.99,,UFQFPN32,16 kBytes,8 kBytes,27,32 MHz
STM32L031K6,STM32L031K6Tx,Active,1.06,NUCLEO-L031K6,LQFP32,32 kBytes,8 kBytes,25,32 MHz
STM32L031K6,STM32L031K6Ux,Active,1.06,,UFQFPN32,32 kBytes,8 kBytes,27,32 MHz
STM32L041C6,STM32L041C6Tx,Preview,1.198,,LQFP48,32 kBytes,8 kBytes,38,32 MHz
STM32L041C6,STM32L041C6Ux,Preview,1.198,,UFQFPN48,32 kBytes,8 kBytes,38,32 MHz
STM32L041E6,STM32L041E6Yx,Active,0.946,,WLCSP25,32 kBytes,8 kBytes,20,32 MHz
STM32L041F6,STM32L041F6Px,Active,0.975,,TSSOP20,32 kBytes,8 kBytes,15,32 MHz
STM32L041G6,STM32L041G6Ux,Active,0.98,,UFQFPN28,32 kBytes,8 kBytes,21,32 MHz
STM32L041G6,STM32L041G6UxS,Active,0.98,,UFQFPN28,32 kBytes,8 kBytes,23,32 MHz
STM32L041K6,STM32L041K6Tx,Active,1.129,,LQFP32,32 kBytes,8 kBytes,25,32 MHz
STM32L041K6,STM32L041K6Ux,Active,1.129,,UFQFPN32,32 kBytes,8 kBytes,27,32 MHz
STM32L051C6,STM32L051C6Tx,Preview,1.286,,LQFP48,32 kBytes,8 kBytes,37,32 MHz
STM32L051C6,STM32L051C6Ux,Preview,1.286,,UFQFPN48,32 kBytes,8 kBytes,37,32 MHz
STM32L051C8,STM32L051C8Tx,Active,1.314,,LQFP48,64 kBytes,8 kBytes,37,32 MHz
STM32L051C8,STM32L051C8Ux,Active,1.314,,UFQFPN48,64 kBytes,8 kBytes,37,32 MHz
STM32L051K6,STM32L051K6Tx,Active,1.152,,LQFP32,32 kBytes,8 kBytes,25,32 MHz
STM32L051K6,STM32L051K6Ux,Active,1.152,,UFQFPN32,32 kBytes,8 kBytes,27,32 MHz
STM32L051K8,STM32L051K8Tx,Active,1.267,,LQFP32,64 kBytes,8 kBytes,25,32 MHz
STM32L051K8,STM32L051K8Ux,Active,1.267,,UFQFPN32,64 kBytes,8 kBytes,27,32 MHz
STM32L051R6,STM32L051R6Hx,Active,1.314,,TFBGA64,32 kBytes,8 kBytes,50,32 MHz
STM32L051R6,STM32L051R6Tx,Active,1.314,,LQFP64,32 kBytes,8 kBytes,51,32 MHz
STM32L051R8,STM32L051R8Hx,Active,1.429,,TFBGA64,64 kBytes,8 kBytes,50,32 MHz
STM32L051R8,STM32L051R8Tx,Active,1.429,,LQFP64,64 kBytes,8 kBytes,51,32 MHz
STM32L051T6,STM32L051T6Yx,Active,1.256,,WLCSP36,32 kBytes,8 kBytes,29,32 MHz
STM32L051T8,STM32L051T8Yx,Active,1.371,,WLCSP36,64 kBytes,8 kBytes,29,32 MHz
STM32L052C6,STM32L052C6Tx,Preview,1.448,,LQFP48,32 kBytes,8 kBytes,37,32 MHz
STM32L052C6,STM32L052C6Ux,Preview,1.448,,UFQFPN48,32 kBytes,8 kBytes,37,32 MHz
STM32L052C8,STM32L052C8Tx,Active,1.476,,LQFP48,64 kBytes,8 kBytes,37,32 MHz
STM32L052C8,STM32L052C8Ux,Active,1.476,,UFQFPN48,64 kBytes,8 kBytes,37,32 MHz
STM32L052K6,STM32L052K6Tx,Active,1.314,,LQFP32,32 kBytes,8 kBytes,25,32 MHz
STM32L052K6,STM32L052K6Ux,Active,1.314,,UFQFPN32,32 kBytes,8 kBytes,27,32 MHz
STM32L052K8,STM32L052K8Tx,Active,1.429,,LQFP32,64 kBytes,8 kBytes,25,32 MHz
STM32L052K8,STM32L052K8Ux,Active,1.429,,UFQFPN32,64 kBytes,8 kBytes,27,32 MHz
STM32L052R6,STM32L052R6Hx,Active,1.476,,TFBGA64,32 kBytes,8 kBytes,50,32 MHz
STM32L052R6,STM32L052R6Tx,Active,1.476,,LQFP64,32 kBytes,8 kBytes,51,32 MHz
STM32L052R8,STM32L052R8Hx,Active,1.591,,TFBGA64,64 kBytes,8 kBytes,50,32 MHz
STM32L052R8,STM32L052R8Tx,Active,1.591,,LQFP64,64 kBytes,8 kBytes,51,32 MHz
STM32L052T6,STM32L052T6Yx,Active,1.418,,WLCSP36,32 kBytes,8 kBytes,29,32 MHz
STM32L052T8,STM32L052T8Fx,Active,1.533,,WLCSP36,64 kBytes,8 kBytes,29,32 MHz
STM32L052T8,STM32L052T8Yx,Active,1.533,,WLCSP36,64 kBytes,8 kBytes,29,32 MHz
STM32L053C6,STM32L053C6Tx,Preview,1.564,,LQFP48,32 kBytes,8 kBytes,37,32 MHz
STM32L053C6,STM32L053C6Ux,Preview,1.564,,UFQFPN48,32 kBytes,8 kBytes,37,32 MHz
STM32L053C8,STM32L053C8Tx,Active,1.591,32L0538DISCOVERY,LQFP48,64 kBytes,8 kBytes,37,32 MHz
STM32L053C8,STM32L053C8Ux,Active,1.591,,UFQFPN48,64 kBytes,8 kBytes,37,32 MHz
STM32L053R6,STM32L053R6Hx,Active,1.591,,TFBGA64,32 kBytes,8 kBytes,50,32 MHz
STM32L053R6,STM32L053R6Tx,Active,1.591,,LQFP64,32 kBytes,8 kBytes,51,32 MHz
STM32L053R8,STM32L053R8Hx,Active,1.707,,TFBGA64,64 kBytes,8 kBytes,50,32 MHz
STM32L053R8,STM32L053R8Tx,Active,1.707,NUCLEO-L053R8,LQFP64,64 kBytes,8 kBytes,51,32 MHz
STM32L062K8,STM32L062K8Tx,Active,1.499,,LQFP32,64 kBytes,8 kBytes,25,32 MHz
STM32L062K8,STM32L062K8Ux,Active,1.499,,UFQFPN32,64 kBytes,8 kBytes,27,32 MHz
STM32L063C8,STM32L063C8Tx,Active,1.661,,LQFP48,64 kBytes,8 kBytes,37,32 MHz
STM32L063C8,STM32L063C8Ux,Active,1.661,,UFQFPN48,64 kBytes,8 kBytes,37,32 MHz
STM32L063R8,STM32L063R8Tx,Active,1.846,,LQFP64,64 kBytes,8 kBytes,51,32 MHz
STM32L071C8,STM32L071C8Tx,Active,1.464,,LQFP48,64 kBytes,20 kBytes,37,32 MHz
STM32L071C8,STM32L071C8Ux,Active,1.464,,UFQFPN48,64 kBytes,20 kBytes,37,32 MHz
STM32L071CB,STM32L071CBTx,Active,1.522,,LQFP48,128 kBytes,20 kBytes,37,32 MHz
STM32L071CB,STM32L071CBUx,Active,1.522,,UFQFPN48,128 kBytes,20 kBytes,37,32 MHz
STM32L071CZ,STM32L071CZTx,Active,1.707,,LQFP48,192 kBytes,20 kBytes,37,32 MHz
STM32L071CZ,STM32L071CZUx,Active,1.707,,UFQFPN48,192 kBytes,20 kBytes,37,32 MHz
STM32L071CZ,STM32L071CZYx,Active,1.707,,WLCSP49,192 kBytes,20 kBytes,40,32 MHz
STM32L071K8,STM32L071K8Ux,Active,1.36,,UFQFPN32,64 kBytes,20 kBytes,23,32 MHz
STM32L071KB,STM32L071KBTx,Active,1.476,,LQFP32,128 kBytes,20 kBytes,25,32 MHz
STM32L071KB,STM32L071KBUx,Active,1.476,,UFQFPN32,128 kBytes,20 kBytes,23,32 MHz
STM32L071KZ,STM32L071KZTx,Active,1.661,,LQFP32,192 kBytes,20 kBytes,25,32 MHz
STM32L071KZ,STM32L071KZUx,Active,1.661,,UFQFPN32,192 kBytes,20 kBytes,23,32 MHz
STM32L071RB,STM32L071RBHx,Active,1.638,,TFBGA64,128 kBytes,20 kBytes,50,32 MHz
STM32L071RB,STM32L071RBTx,Active,1.638,,LQFP64,128 kBytes,20 kBytes,51,32 MHz
STM32L071RZ,STM32L071RZHx,Active,1.823,,TFBGA64,192 kBytes,20 kBytes,50,32 MHz
STM32L071RZ,STM32L071RZTx,Active,1.823,,LQFP64,192 kBytes,20 kBytes,51,32 MHz
STM32L071V8,STM32L071V8Tx,Active,1.707,,LQFP100,64 kBytes,20 kBytes,84,32 MHz
STM32L071VB,STM32L071VBTx,Active,1.938,,LQFP100,128 kBytes,20 kBytes,84,32 MHz
STM32L071VZ,STM32L071VZTx,Active,2.124,,LQFP100,192 kBytes,20 kBytes,84,32 MHz
STM32L072CB,STM32L072CBTx,Active,1.684,,LQFP48,128 kBytes,20 kBytes,37,32 MHz
STM32L072CB,STM32L072CBUx,Active,1.684,,UFQFPN48,128 kBytes,20 kBytes,37,32 MHz
STM32L072CB,STM32L072CBYx,Active,1.684,,WLCSP49,128 kBytes,20 kBytes,40,32 MHz
STM32L072CZ,STM32L072CZEx,Active,1.869,,EWLCSP49,192 kBytes,20 kBytes,40,32 MHz
STM32L072CZ,STM32L072CZTx,Active,1.869,,LQFP48,192 kBytes,20 kBytes,37,32 MHz
STM32L072CZ,STM32L072CZUx,Active,1.869,,UFQFPN48,192 kBytes,20 kBytes,37,32 MHz
STM32L072CZ,STM32L072CZYx,Active,1.869,B-L072Z-LRWAN1,WLCSP49,192 kBytes,20 kBytes,40,32 MHz
STM32L072KB,STM32L072KBUx,Active,1.638,,UFQFPN32,128 kBytes,20 kBytes,23,32 MHz
STM32L072KZ,STM32L072KZTx,Active,1.823,,LQFP32,192 kBytes,20 kBytes,25,32 MHz
STM32L072KZ,STM32L072KZUx,Active,1.823,,UFQFPN32,192 kBytes,20 kBytes,23,32 MHz
STM32L072RB,STM32L072RBHx,Active,1.8,,TFBGA64,128 kBytes,20 kBytes,50,32 MHz
STM32L072RB,STM32L072RBIx,Active,1.8,,UFBGA64,128 kBytes,20 kBytes,50,32 MHz
STM32L072RB,STM32L072RBTx,Active,1.8,,LQFP64,128 kBytes,20 kBytes,51,32 MHz
STM32L072RZ,STM32L072RZIx,Active,1.944,,UFBGA64,192 kBytes,20 kBytes,50,32 MHz
STM32L072RZ,STM32L072RZTx,Active,1.944,,LQFP64,192 kBytes,20 kBytes,51,32 MHz
STM32L072V8,STM32L072V8Ix,Active,1.8,,UFBGA100,64 kBytes,20 kBytes,84,32 MHz
STM32L072V8,STM32L072V8Tx,Active,1.8,,LQFP100,64 kBytes,20 kBytes,84,32 MHz
STM32L072VB,STM32L072VBTx,Active,2.031,,LQFP100,128 kBytes,20 kBytes,84,32 MHz
STM32L072VZ,STM32L072VZIx,Active,2.216,,UFBGA100,192 kBytes,20 kBytes,84,32 MHz
STM32L072VZ,STM32L072VZTx,Active,2.216,,LQFP100,192 kBytes,20 kBytes,84,32 MHz
STM32L073CB,STM32L073CBTx,Active,1.8,,LQFP48,128 kBytes,20 kBytes,37,32 MHz
STM32L073CB,STM32L073CBUx,Active,1.8,,UFQFPN48,128 kBytes,20 kBytes,37,32 MHz
STM32L073CZ,STM32L073CZTx,Active,1.985,,LQFP48,192 kBytes,20 kBytes,37,32 MHz
STM32L073CZ,STM32L073CZUx,Active,1.985,,UFQFPN48,192 kBytes,20 kBytes,37,32 MHz
STM32L073RB,STM32L073RBHx,Active,1.915,,TFBGA64,128 kBytes,20 kBytes,50,32 MHz
STM32L073RB,STM32L073RBTx,Active,1.915,,LQFP64,128 kBytes,20 kBytes,51,32 MHz
STM32L073RZ,STM32L073RZHx,Active,2.059,,TFBGA64,192 kBytes,20 kBytes,50,32 MHz
STM32L073RZ,STM32L073RZIx,Active,2.059,,UFBGA64,192 kBytes,20 kBytes,50,32 MHz
STM32L073RZ,STM32L073RZTx,Active,2.059,NUCLEO-L073RZ,LQFP64,192 kBytes,20 kBytes,51,32 MHz
STM32L073V8,STM32L073V8Tx,Active,1.985,,LQFP100,64 kBytes,20 kBytes,84,32 MHz
STM32L073VB,STM32L073VBTx,Active,2.216,,LQFP100,128 kBytes,20 kBytes,84,32 MHz
STM32L073VZ,STM32L073VZIx,Active,2.332,,UFBGA100,192 kBytes,20 kBytes,84,32 MHz
STM32L073VZ,STM32L073VZTx,Active,2.332,STM32L073Z-EVAL,LQFP100,192 kBytes,20 kBytes,84,32 MHz
STM32L081CB,STM32L081CBTx,Active,1.661,,LQFP48,128 kBytes,20 kBytes,37,32 MHz
STM32L081CZ,STM32L081CZTx,Active,1.776,,LQFP48,192 kBytes,20 kBytes,37,32 MHz
STM32L081CZ,STM32L081CZUx,Active,1.776,,UFQFPN48,192 kBytes,20 kBytes,37,32 MHz
STM32L081KZ,STM32L081KZTx,Active,1.73,,LQFP32,192 kBytes,20 kBytes,25,32 MHz
STM32L081KZ,STM32L081KZUx,Active,1.73,,UFQFPN32,192 kBytes,20 kBytes,23,32 MHz
STM32L082CZ,STM32L082CZUx,Proposal,1.938,,UFQFPN48,192 kBytes,20 kBytes,37,32 MHz
STM32L082CZ,STM32L082CZYx,Proposal,1.938,,WLCSP49,192 kBytes,20 kBytes,40,32 MHz
STM32L082KZ,STM32L082KZTx,Active,1.892,,LQFP32,192 kBytes,20 kBytes,25,32 MHz
STM32L082KZ,STM32L082KZUx,Active,1.892,,UFQFPN32,192 kBytes,20 kBytes,23,32 MHz
STM32L083CB,STM32L083CBTx,Active,1.938,,LQFP48,128 kBytes,20 kBytes,37,32 MHz
STM32L083CZ,STM32L083CZTx,Active,2.054,,LQFP48,192 kBytes,20 kBytes,37,32 MHz
STM32L083CZ,STM32L083CZUx,Active,2.054,,UFQFPN48,192 kBytes,20 kBytes,37,32 MHz
STM32L083RB,STM32L083RBHx,Active,1.985,,TFBGA64,128 kBytes,20 kBytes,50,32 MHz
STM32L083RZ,STM32L083RZHx,Active,2.17,,TFBGA64,192 kBytes,20 kBytes,50,32 MHz
STM32L083RZ,STM32L083RZTx,Active,2.17,,LQFP64,192 kBytes,20 kBytes,51,32 MHz
STM32L083V8,STM32L083V8Tx,Active,2.054,,LQFP100,64 kBytes,20 kBytes,84,32 MHz
STM32L083VB,STM32L083VBTx,Active,2.286,,LQFP100,128 kBytes,20 kBytes,84,32 MHz
STM32L083VZ,STM32L083VZIx,Active,2.401,,UFBGA100,192 kBytes,20 kBytes,84,32 MHz
STM32L083VZ,STM32L083VZTx,Active,2.401,,LQFP100,192 kBytes,20 kBytes,84,32 MHz
STM32L100C6,STM32L100C6Ux,NRND,1.313,,UFQFPN48,32 kBytes,4 kBytes,37,32 MHz
STM32L100C6-A,STM32L100C6UxA,Active,1.313,,UFQFPN48,32 kBytes,4 kBytes,37,32 MHz
STM32L100R8,STM32L100R8Tx,NRND,1.682,,LQFP64,64 kBytes,8 kBytes,51,32 MHz
STM32L100R8-A,STM32L100R8TxA,Active,1.682,,LQFP64,64 kBytes,8 kBytes,51,32 MHz
STM32L100RB,STM32L100RBTx,NRND,1.907,,LQFP64,128 kBytes,10 kBytes,51,32 MHz
STM32L100RB-A,STM32L100RBTxA,Active,1.907,,LQFP64,128 kBytes,16 kBytes,51,32 MHz
STM32L100RC,STM32L100RCTx,Active,2.161,32L100CDISCOVERY,LQFP64,256 kBytes,16 kBytes,51,32 MHz
STM32L151C6,STM32L151C6Tx,NRND,1.382,,LQFP48,32 kBytes,10 kBytes,37,32 MHz
STM32L151C6-A,STM32L151C6TxA,Active,1.382,,LQFP48,32 kBytes,16 kBytes,37,32 MHz
STM32L151C6,STM32L151C6Ux,NRND,1.382,,UFQFPN48,32 kBytes,10 kBytes,37,32 MHz
STM32L151C6-A,STM32L151C6UxA,Active,1.382,,UFQFPN48,32 kBytes,16 kBytes,37,32 MHz
STM32L151C8,STM32L151C8Tx,NRND,1.598,,LQFP48,64 kBytes,10 kBytes,37,32 MHz
STM32L151C8,STM32L151C8TxA,NRND,1.598,,LQFP48,64 kBytes,32 kBytes,37,32 MHz
STM32L151C8,STM32L151C8Ux,NRND,1.598,,UFQFPN48,64 kBytes,10 kBytes,37,32 MHz
STM32L151C8-A,STM32L151C8UxA,Active,1.598,,UFQFPN48,64 kBytes,32 kBytes,37,32 MHz
STM32L151CB,STM32L151CBTx,NRND,1.835,,LQFP48,128 kBytes,16 kBytes,37,32 MHz
STM32L151CB-A,STM32L151CBTxA,Active,1.835,,LQFP48,128 kBytes,32 kBytes,37,32 MHz
STM32L151CB,STM32L151CBUx,NRND,1.835,,UFQFPN48,128 kBytes,16 kBytes,37,32 MHz
STM32L151CB-A,STM32L151CBUxA,Active,1.835,,UFQFPN48,128 kBytes,32 kBytes,37,32 MHz
STM32L151CC,STM32L151CCTx,Active,2.202,,LQFP48,256 kBytes,32 kBytes,37,32 MHz
STM32L151CC,STM32L151CCUx,Active,2.202,,UFQFPN48,256 kBytes,32 kBytes,37,32 MHz
STM32L151QC,STM32L151QCHx,Active,3.388,,UFBGA132,256 kBytes,32 kBytes,112,32 MHz
STM32L151QD,STM32L151QDHx,Active,3.82,,UFBGA132,384 kBytes,48 kBytes,112,32 MHz
STM32L151QE,STM32L151QEHx,Active,4.165,,UFBGA132,512 kBytes,80 kBytes,111,32 MHz
STM32L151R6,STM32L151R6Hx,NRND,1.555,,TFBGA64,32 kBytes,10 kBytes,50,32 MHz
STM32L151R6-A,STM32L151R6HxA,Active,1.555,,TFBGA64,32 kBytes,16 kBytes,50,32 MHz
STM32L151R6,STM32L151R6Tx,NRND,1.555,,LQFP64,32 kBytes,10 kBytes,51,32 MHz
STM32L151R6-A,STM32L151R6TxA,Active,1.555,,LQFP64,32 kBytes,16 kBytes,51,32 MHz
STM32L151R8,STM32L151R8Hx,NRND,1.77,,TFBGA64,64 kBytes,10 kBytes,50,32 MHz
STM32L151R8-A,STM32L151R8HxA,Active,1.77,,TFBGA64,64 kBytes,32 kBytes,50,32 MHz
STM32L151R8,STM32L151R8Tx,NRND,1.77,,LQFP64,64 kBytes,10 kBytes,51,32 MHz
STM32L151R8-A,STM32L151R8TxA,Active,1.77,,LQFP64,64 kBytes,32 kBytes,51,32 MHz
STM32L151RB,STM32L151RBHx,NRND,2.008,,TFBGA64,128 kBytes,16 kBytes,50,32 MHz
STM32L151RB-A,STM32L151RBHxA,Active,2.008,,TFBGA64,128 kBytes,32 kBytes,50,32 MHz
STM32L151RB,STM32L151RBTx,NRND,2.008,,LQFP64,128 kBytes,16 kBytes,51,32 MHz
STM32L151RB-A,STM32L151RBTxA,Active,2.008,,LQFP64,128 kBytes,32 kBytes,51,32 MHz
STM32L151RC,STM32L151RCTx,Active,2.275,,LQFP64,256 kBytes,32 kBytes,51,32 MHz
STM32L151RC-A,STM32L151RCTxA,NRND,2.275,,LQFP64,256 kBytes,32 kBytes,51,32 MHz
STM32L151RC,STM32L151RCYx,Active,2.275,,WLCSP64,256 kBytes,32 kBytes,51,32 MHz
STM32L151RD,STM32L151RDTx,Active,2.517,,LQFP64,384 kBytes,48 kBytes,51,32 MHz
STM32L151RD,STM32L151RDYx,Active,2.517,,WLCSP64,384 kBytes,48 kBytes,51,32 MHz
STM32L151RE,STM32L151RETx,Active,3.052,,LQFP64,512 kBytes,80 kBytes,51,32 MHz
STM32L151UC,STM32L151UCYx,Active,2.116,,WLCSP63,256 kBytes,32 kBytes,51,32 MHz
STM32L151V8,STM32L151V8Hx,NRND,2.116,,UFBGA100,64 kBytes,10 kBytes,83,32 MHz
